variant,source,line_hash,actual,first,second,third,correct_first,correct_top3,covered,raw_shortlist_share,calibrated_first_probability
baseline,news,5efe8f133adf5b152f9a5a75066183e97b7fa5c3bbca90a0e922abf1a2c6864f,month,year,week,month,False,True,True,0.12033380701762311,0.09877297520839971
baseline,news,55d4015270ce8ce70a03cc7165091372cf888f9c2fda2398f214f44a8a71312c,franchise,most,biggest,best,False,False,True,0.5275317179880984,0.4218290527336783
baseline,news,bd64b456e8cdc997c49e638cac97415ac0442c078d030010c86c62bd8e0b4e0f,bar,state,new,california,False,False,True,0.08182827983839264,0.06927894372094502
baseline,news,acd60344c87423c8647a61ed37a17fb088e41dd18887de51b6560ded8bc3ed6d,former,former,two,member,True,True,True,0.3276130461724362,0.25654666331960907
baseline,news,28c5864ceed00194031fc85234db2fc2e439a47e8c926a07867b3d78e4990313,cubdom,the,by,a,False,False,False,0.37148527482205157,0.2911927144390245
baseline,news,c3dcb8f81c0c3f20a1caab24b2fadfb3e46054436ea52e27ab64e0d1921fb8e4,you,the,you,i,False,True,True,0.3321387507076165,0.26008822745917937
baseline,news,281e96e078f5b3d12c4f2982276230e8f0d64a3725db154bc66c25d86a538d16,helped,of,was,that,False,False,False,0.4069966279665311,0.31980798736419347
baseline,news,3ac02a3c7236c2db51115479aab4db8f0de48ab209ecb008308b573a75314e46,have,be,have,want,False,True,True,0.24038009311761308,0.1894348564313928
baseline,news,44e48b78ab15a85e46017ac4fbb733e71527d5051df9c9b01b359ed99d93b755,against,against,and,but,True,True,True,0.3992278724046329,0.31349984973765993
baseline,news,4896e823910e37fe40e6312bafbbb1ecc269b259ab55edf6a531ec83fa96e3e1,knowing,during,in,after,False,False,False,0.2903476134657383,0.22763226969947112
baseline,news,43400da3e060edaa599288a546d0adf04e53a613bea40547d7d91d050f584b40,adjusted,own,price,chances,False,False,False,0.07041922104040464,0.06039539122316508
baseline,news,073d53bb7c08d7bec16be395231ed0a55a88c4b48127dd85842030d2a01ae436,in,up,please,i,False,False,True,0.3054589966177729,0.23930664479347588
baseline,news,878d6dd052416089e5cd493b336ae184be12588a6eb4f936d0fd689517d1d4bd,final,district,order,new,False,False,True,0.4805343580996706,0.38103849556113417
baseline,news,540daf6ae4c2e4fb1fc4b214afd452b6f1fc3ae9d901ce1163385ae00ea6a707,also,is,has,passed,False,False,True,0.1375786036114832,0.11183485930945591
baseline,news,4c1abe1c8f8e985b167eacf8b052237f5af23e2e9cb193c1c9a0ddbc7b99a283,available,are,on,were,False,False,True,0.35300174677463103,0.27650808017046297
baseline,news,983e4ccc0b9beced15358c5eaec0482650f76ec9ae7a615a8e7fe36d02f63015,s,early,late,mid,False,False,True,0.13311667964869237,0.10846066211458588
baseline,news,159c94d061253ccf16f8111e57f69db8f1ee6f7410e9389915e8ce433d431023,frequent,breaks,frequent,a,False,True,True,0.39799757848334033,0.31250341497355305
baseline,news,314f39b2a4636599c4db947f700e37a78d923c67c545ef4fd1424ff4c983228f,the,a,the,not,False,True,True,0.19904068284649135,0.1581679761215447
baseline,news,12897e576fd714893c2fcb2073137599476b5b163907d37e76a9325a0c5ceff4,is,is,are,was,True,True,True,0.5169135281869297,0.4124864973442763
baseline,news,a966ab2be010e281be52d0fd118f4dd22ad13db49878cabd2f3436187de206b4,kramer,chris,alex,and,False,False,False,0.07336856286787423,0.06270061721654017
baseline,news,2d14fc8d2e63896febe25547f1b335baf16130bf4e146c269431d7985e4f4d83,has,is,and,was,False,False,True,0.1651660752918542,0.13264545248851206
baseline,news,9e78af2b64aa9a8c1f710355a563c434326f54280177c653f5ba34e3587a855b,ventured,were,made,i,False,False,False,0.2793414691859898,0.2191687506872321
baseline,news,5810dd0b292c8aa10dc0f112407ac42936a1478404409f2b17eeb570efa7ebf6,society,ritual,practice,formula,False,False,True,0.41632539207591546,0.3274203860508635
baseline,news,8f17bbcac68914531180cdd50fa0030eb1628a82a21e7eff154b82782b1578ca,oh,what,oh,that,False,True,True,0.11771570830928309,0.09678419444314651
baseline,news,448489042ea18670ca935664df605697abbc620d0706a5623d992e45334aa7ba,had,was,started,had,False,True,True,0.3288760138587742,0.25753429105445275
baseline,news,60a1a9beecb02f4f6b42006be9a3377589dc81f9c47d3ba08c28da4c9cee0ae4,your,a,the,some,False,False,True,0.4222709171254643,0.3322939913016712
baseline,news,d5bbdc7e613b65f4ba6be7f61139ad642dcb04e561349612b43d3d13e898c56f,movie,look,brief,collection,False,False,False,0.07904725850994254,0.06712159189563564
baseline,news,b3d0b81f4f3882e57c8659c811c74954bfd9d98e990fa41719cc38afeb8048d1,are,and,for,are,False,True,True,0.3806002889810013,0.2984852910267007
baseline,news,c2fbe1373a58c030b800cad1ace414a684b789d277a85379ff7e5412ae3ce68a,way,way,thing,approach,True,True,True,0.5421197020939617,0.4347929053013584
baseline,news,cd689e2af3e19c3e32c0368e94619db6397f15f09f05a06095d1bac7be883e0c,huntington,trail,trails,mountains,False,False,False,0.12632074330897988,0.10331456969461197
baseline,news,a413c3e3a5ce88c00d1ccd6626926d0dd70827fa0551b2c4eb70c0bcb541e4a5,tighten,keep,get,help,False,False,True,0.10522989929605144,0.08727230930109037
baseline,news,b0fd7914fa11f36c4f7e4cdfa33105ff894998c52eb9927e81dfaaca43164522,campuses,most,best,biggest,False,False,False,0.20692406127389515,0.16411539193529556
baseline,news,da55e1d37e02050f8213ce09d41e61189d133508a456d2a162d45d06ec3820a5,par,final,last,first,False,False,True,0.26183848057207715,0.20577084772327187
baseline,news,2da344d55440b76b8ded71b677e1aad3060def0a931912d1d93061da7c4d79f4,the,the,it,you,True,True,True,0.580378285777214,0.46954580459930506
baseline,news,eeb6e29328676cd016a7d1f2a5e2c69a26848e2fd16d5cdf2fc7a6b94c0c1a7e,sponsored,weekend,that,the,False,False,False,0.1544689064222168,0.12458373809418768
baseline,news,af1888e3de3e98046bacfe903be9e6df274811f55387b6bbfe5c083e8d8aee53,for,of,a,the,False,False,True,0.20640318561294493,0.16372226478526936
baseline,news,8448a3b6e4c75e568d3a8b4afc12d2a3d4cc446e95b87331660a8b6ded5d5035,she,she,the,on,True,True,True,0.3129298850917791,0.24510309627775714
baseline,news,9580309d8071696618d796ebec7263e6239ccc5d4a7f4d0867c4c36aab4545d0,there,the,you,he,False,False,True,0.2180724264564842,0.17253623109625443
baseline,news,c9ad751229189d9a4b3aa5e3e3e7cfd0166b32eb3f25951085d2a10aaae167d9,a,in,a,of,False,True,True,0.1657409093320948,0.13307851248743446
baseline,news,f65ab0fb7e0db5fe774e18006ff6348b691ba3d1030f2a0dfe48a37bac9d6b64,scandal,scandal,scandals,allegations,True,True,True,0.9088152180826908,0.8404001217834207
baseline,news,eee3e299f05c0e7f92b0836d0b0e045bc5927942e1ddec08795df3d4522cd589,doesn't,said,has,is,False,False,True,0.1526712686931838,0.12322826440916225
baseline,news,7f874ae572a585009b9230595deaa182d1c8fe5f177c5bebd438b9dbaa8b52be,air,management,planning,plan,False,False,True,0.2079691787999295,0.16490426397935282
baseline,news,5ebdbeef4d728c939da6fff3d1567d9cf4d19d450b174bb03880e5f373197dab,carpenter,is,and,has,False,False,True,0.16986136009157612,0.1361824458478096
baseline,news,c762a8909722deb30b02b3347551719241b74e708b71120b1951b6518cfc0cd5,involved,its,there,the,False,False,True,0.21983174440712375,0.1738664150961751
baseline,news,46d30702937a5fd31117d2cf8166f100290a6293c7732e2b155624b8549b0f63,regular,team,national,mainstream,False,False,True,0.046308247723851136,0.04124455250626981
baseline,news,0f58c7805c4a6937fcd3b7da5df3fdba68624f04163826c66480ff1a14c82bb9,like,of,more,like,False,True,True,0.16698206753222847,0.13401352248387896
baseline,news,1c25caf5bc356c7ae7eb91ea84f12b583d3389fcf65048198e1791811d3c7d83,parkway,of,was,is,False,False,False,0.1277977082721029,0.10443374811568781
baseline,news,a35371855a446b2e03525f300e50b2a263ce4830ea72498791b965083bfa9fa4,stars,stars,pop,superstar,True,True,True,0.5026483059543205,0.4000541070007132
baseline,news,c1836d4e4f81fa0124ac23212115246bedd8fc376bd60d623f0f06ee7a88d3e4,pruning,pruning,trimming,watering,True,True,True,0.697495433397859,0.5840651267441126
baseline,news,2a4384398dd5542b3455ce54bd07385da4d8b7c44cee178374d382a628f98e4d,is,is,was,may,True,True,True,0.3650208090793522,0.28604147909703787
baseline,news,d8701b96aa32e4e7b5035c546994de3b5b865b697dc4f1e966ccc79254189d4e,his,in,still,on,False,False,True,0.08668975375803296,0.0730391352038754
baseline,news,729fd99e47f61f2c01a84b46f2935111ef2828f161a55975f666e52be2f95cfa,pitching,president,u,vice,False,False,False,0.1370190894702533,0.1114119188187127
baseline,news,0ac7bad2879bbe7d2d4a02c27abf9665a7b7088e372f9a1b4d89729a907cb70a,respectful,a,always,not,False,False,False,0.15625483884837774,0.12593014298602423
baseline,news,6d4e03221d7272ad8e764c17a4cea0b1c3a39b1ce45a948b437c9da1f704ebd1,republicans,he,the,his,False,False,False,0.6102613447168653,0.4975172573783746
baseline,news,ae6cd13921ab90aa101606457c19e5ad9789362998399ef65792c6431b2decd0,serves,said,has,is,False,False,True,0.13860775480046475,0.11261267782312209
baseline,news,c0bce37a1774baa32f84102b036c982c6f333b5aec30f1aaa15db549f578278a,d,said,on,has,False,False,True,0.15257809761281954,0.12315800344909247
baseline,news,bf63cad914f4281c4ecf413e73a76a077a759e36156516d3c116f20b99afc2d5,rutgers,all,the,any,False,False,False,0.608385365128718,0.49573846049631637
baseline,news,13d83c8b533ec5f7f04b4bdaed789af75e92b17b62a6fe3e6c78fb04d3d7ed02,hearing,in,a,to,False,False,True,0.05143268895377102,0.045369306115486216
baseline,news,4fd7a12ad257cee35884bd3a327ef77e3b1daa0aa914efa464fea674583535e2,new,lease,new,deal,False,True,True,0.34122813805854374,0.26722254172837384
baseline,news,ca6d12972b97c7c4e73cdad7c35d3284f8c0e6252deb9520b478fee6142bd41e,players,players,of,young,True,True,True,0.49786754814143824,0.39591721225291093
baseline,news,830dbfd08ff4850d5d1f245bc6a9fcb0276c1729b9f98c0143e77db4169ea2b7,vehicles,is,and,in,False,False,True,0.13331757018388432,0.10861265110169789
baseline,news,f4df584fb9fec68ebb856c57cb40cac85eb7283cdcba7a9cda987d24eb24424d,reminding,to,the,warning,False,False,True,0.3704510393260219,0.2903674391742998
baseline,news,2e9b0b83427508ccab4803b530a3e1682bc9863629fa5a76da0f05e63c6a8820,order,front,the,a,False,False,True,0.2597530780411739,0.20417918986593842
baseline,news,76a61cfe1343bb7929b2ee4e039a263d4b0cfd8d872ddce7b6e1796a857fec6f,and,and,about,who,True,True,True,0.18183118958664585,0.14519847308654515
baseline,news,97f7d2f4f953c45a1b368d5005bc0ff82351f072d573f08af26bd810011f0592,street's,street,st,street's,False,True,True,0.9747702788508832,0.9470788839121703
baseline,news,670898fe20044e8904ef99f5cac7da18f7458d8c6cfbb7938ab4e0c3117a0eeb,analysts,expectations,the,analysts,False,True,True,0.25980874685342886,0.20422166628273386
baseline,news,cf4cf414c00c9ee6c8e0282d977046c30debbb0faf460e5c697fd656116e14cc,gold,brown,yellow,in,False,False,True,0.11620040792326368,0.0956323025978339
baseline,news,2e9088fc9526f0b57d560c72c6b7d13a733d06266dea68fb80898b3f43752b6e,scored,touchdowns,yards,three,False,False,True,0.20371785773586545,0.16169592268267785
baseline,news,609ea241be22cebfa6089f1e02171b000083b4260f710a6fc46906ebf4ee54f7,equal,the,economic,education,False,False,True,0.17635100948350765,0.14107058229039307
baseline,news,e8dbc9de7564c46df73d4d17d7e55baf34456a60da7434712aa897d4cfae3b44,roman,united,state,philippines,False,False,True,0.24018682314886336,0.18928811562757533
baseline,news,22b33e37264a3cca33562c89b877a318d36fa32f7885b89958577e4f100867fd,it,the,and,but,False,False,True,0.11970189885376384,0.09829312114513153
baseline,news,889e290cdc0c1f79abd99a86ccf5209c49cf6e9b71108592158d1a58f82ef08d,can,of,is,should,False,False,True,0.3377159305363879,0.26446233546671205
baseline,news,413f9c098c8d3b99411e073b186525e8ba83d442c5feb050158dee275ea98700,as,as,and,to,True,True,True,0.650555914657353,0.5365192532068314
baseline,news,757ff1ab450adb3f2771223ed934df56c5e3b29f5ef7db8d25b7d7b3982ee74c,romney,how,the,his,False,False,False,0.4288535656585039,0.3377103251996084
baseline,news,4a7c35777a40b84bf2f81971e8d9f3017c02d7267d882ed05816e547baf7cb4c,institute,law,tax,dilemma,False,False,True,0.1316038216960896,0.10731583975145209
baseline,news,cb5ce65efc68c693adb9faf27d58c909542ea14358ff7b63259e0f155336d0b4,exciting,a,not,too,False,False,True,0.13439090960207103,0.10942459608275142
baseline,news,c1ad38f4668adb9914aeef110876bc9d6878ca87a7ba3934643cb87aa24d5dff,we,in,on,after,False,False,True,0.5560026887395065,0.4472739254350576
baseline,news,d749b16bb0dcf99fa739af93a6019c318b277b5b3311aba407248efbc5864ae4,will,are,need,have,False,False,True,0.31133975897116495,0.24386793114310873
baseline,news,c02d52eba550a73d89d320240f29fc12ac0316b03515d1c6b6fd49e0bac5a50e,thursday,at,on,by,False,False,True,0.22562813344858618,0.17825177685666554
baseline,news,855b966f03764ef7f679911361ecf0f4af26b9c2f9ba0d4d9c497e0d82a46c0e,to,to,another,again,True,True,True,0.893969127231216,0.8190819889326433
baseline,news,9c182cf347315ac2e88340b84c267541112c3fa673e3a99d692f4fddae7193c0,install,plant,install,use,False,True,True,0.28592806568895085,0.22422990949995514
baseline,news,47a5de54545ceea50ebc3fc2bfbdbc76618fb2e4f2a6ea39af92902a969a03ac,messier,more,needed,bigger,False,False,False,0.5234065573479124,0.41819029919637
baseline,news,e916268962fda3da5808339e5e6521382fbfffe5f918abfcf295e6ac9c28a8cc,workers,people,world,rest,False,False,True,0.0780068080358378,0.06631321126421935
baseline,news,87ac66a0d50ec6bdffb88436b37daea46f1fd9be758653d6fb0283e9c1ed7b82,by,in,online,by,False,True,True,0.320992470566028,0.2513781470641165
baseline,news,09ab7668d4762205539d1411c8c8e2553bdce5e6e07159d30b0327190760fcf3,season,book,story,poem,False,False,True,0.06942369826705698,0.05961577263604393
baseline,news,2f7e28a252b4f2192d8b52271e0c6c70b92637b09387c23df2b80db91bbdfcca,the,the,a,american,True,True,True,0.7199046668635751,0.6076702623718234
baseline,news,0889ed146a8e2521560f304a26dff9d7c80f759f8e445ac1e289b675dc5a8053,co,board,structure,management,False,False,True,0.25606706213945213,0.2013681389021508
baseline,news,0d9d688a55546235687f287d4d4fe89702c447ac08069fd6f919aecb3803857c,deliver,the,a,his,False,False,True,0.3970766236227779,0.3117579695375086
baseline,news,45120c0d001baa94f24245ba2309b6f145d4d9946015f30c551bb2f60b35aef1,he,he,the,his,True,True,True,0.6923991385936782,0.578782606121019
baseline,news,1ea27895c10b56108125ed21cc2acd0c54aae47c81d4828a971adfe7e0407c8a,said,said,and,has,True,True,True,0.32907234494560117,0.2576878683913282
baseline,news,f2cc622daa52f9f89330dea5be66b659000e7e4015c9a944ef50a6b7312440a2,perfect,highest,best,utmost,False,False,True,0.41630838006041326,0.3274064659501135
baseline,news,e873e40bdb0636e11e5ef2c81ecc375759b5bf4256f12b74fecd766e67a565c7,open,in,that,with,False,False,True,0.43694944415517417,0.34440198251117166
baseline,news,a7b3a80f4c940476280eb08c7786e9594955616e4721a88d3c915a6b33b65a27,mostly,been,spent,taken,False,False,True,0.623026900462359,0.5097063847980725
baseline,news,fdf2c75b86133caa27eb8cbf0b2b19460ad35a5af6eb4ee740dacec46c2da7ba,the,the,congress,presidents,True,True,True,0.28448746744822506,0.22312199276441433
baseline,news,623ff18678778a5e9e7e464b7d81a79f14e43758a8eb760db47fe06032d2f566,south,the,a,hope,False,False,False,0.31622526744671614,0.2476653707499285
baseline,news,63adae9e44dceb20c4da7ad4c62e884073a3dfbb2dcb83370cfcbcb3b805a7be,mine,the,and,in,False,False,False,0.45660355537823005,0.3607912297174934
baseline,news,471c42c4dea2eb0246eade7f40b63e4cb78c8f9e5fd0072f868ee1da204d1f28,i've,who,the,as,False,False,False,0.16954860963105706,0.13594686466882125
baseline,news,5a9da55868401cdedc2b74c76ea9ba97fbd64161cdb4f378d918beb71c71687a,seats,seats,seat,place,True,True,True,0.8409346730148255,0.7481397853445567
baseline,news,7a3b723a26b20b314610aafe93407578ee0c91b41d21c53ed5b1bf17f9ad1d59,the,that,the,it,False,True,True,0.12232126636998551,0.10028155624327188
baseline,news,696c80a76e86baa4857deb969165df543589c248e1352209d48c19a1b9c88479,not,not,going,the,True,True,True,0.1173662314808114,0.09651858642995736
baseline,news,2d838615dbd6935615bbe39e96aebfafa6d6fe7200de949f84489213b2251eb6,wish,want,wish,intend,False,True,True,0.36701503798359003,0.2876287864037466
baseline,news,f54d7a65363dac9361169dcd34181f8e1d4ba0635a017c28e48eb2bfdfd2e5e6,estuary,bay,natural,and,False,False,False,0.2964329740181271,0.23232574671438916
baseline,news,e4d6f3e2df24c4b2f687a1690aa6b2f0c82d8dbd071cca199fd26bae1615891e,and,he,and,i,False,True,True,0.16967202041268215,0.13603982479989113
baseline,news,f9b83a84eb91a1987223d5075525ff24ddde7884346e423123f13201693fcc92,during,in,on,the,False,False,True,0.3781657338214906,0.29653408747162846
baseline,news,a6d010cabbb7704287d8dfafc80cb833c93d644494fa67760865562329a1ff54,cleveland's,the,practice,a,False,False,False,0.46781255671683697,0.3702336633465437
baseline,news,304c123fe9c7cc72d0ef5df6480ed2edbe78acb743e44acb398315be6735226f,temperature,to,i,and,False,False,True,0.051776393456797035,0.04564473044368909
baseline,news,ed77e737454dd7c942878c45cf211c73ca28ec78696519462d88a224809f1129,only,the,that,we,False,False,True,0.3346123700926456,0.2620269150178109
baseline,news,e459e6992c8536605830df73fd0fac1b55dfabadf038b76a45a2ba7152a8ab7d,increase,are,and,in,False,False,True,0.11815329501788113,0.09711672150460866
baseline,news,db311909f5ce8bcfc65a77c78cf86f32ad1447917b0bb7ffa71da2f549f51d77,but,but,for,and,True,True,True,0.22240203909356232,0.17581046711124368
baseline,news,ff83a2cdd9fe8843d49f014da601b0818a65cab44d746db99deeae185c56f558,florida's,the,a,one,False,False,False,0.35755718162689104,0.2801147969126997
baseline,news,e5436ab5faf3eb1913beff8c88baa1b3cb753cb6851613471ea44822e747ded6,he,the,he,that,False,True,True,0.23395149417030198,0.18455729246905464
baseline,news,dafdb08618e2b7a337ccb66341b5deec31936f3ea1b562715e61a28491b215ca,newspapers,newspapers,the,blogs,True,True,True,0.34201402955084215,0.2678407703767175
baseline,news,af7e21cba8e0bee9e38c76909f1d77cc2ad2e14c663070e51f8e6c7ea19db433,were,in,are,and,False,False,True,0.1109728672433662,0.09165343178098384
baseline,news,91a9b13c36c5f4adde75f13218f036919ad0e75aa5322edcc40188276aa2cc74,fourth,play,one,end,False,False,True,0.1301767448832464,0.1062355461796002
baseline,news,92f6939ca5f99c6b80ee4f0281daec12cf537958af85efe24d0b67121213b44e,outsourced,been,begun,automated,False,False,False,0.20219339182189033,0.1605458414342157
baseline,news,449d20ad0834bc73225020f92ba2e17a793958076d2ace1cabadf0d4f1bc5dea,by,by,in,and,True,True,True,0.6695955363221605,0.5555126270659605
baseline,news,4193ab182635ac6afac326f49812d94fe32ca2c675801d22c277742ff967bdd9,hotel,villa,property,boutique,False,False,True,0.5361131955385717,0.42943676694812516
baseline,news,cf5ed287f097c5643cee9ff908730e16867fd00917c57ba9da838996b2fb0da3,adding,adding,using,attaching,True,True,True,0.3529818220192283,0.2764923223713839
baseline,news,e812b9f7c75be4bae252eecfe212d2453c8a23fdd350be30f48f8eadb28a2b64,haven't,actions,policy,interest,False,False,False,0.07387628965371039,0.06309680724586254
baseline,news,8c77b08cc6a5485d978a1c47ec623260b42730cb1c4b2701de07e6fffdf0c3f5,pointed,hughes,hood,h,False,False,False,0.9561154393436422,0.9143025012653037
baseline,news,548ffc0742f92e10df5a735e9453c868139ff609b1b29581215b6360b2722ace,to,to,and,out,True,True,True,0.6020719531049297,0.4897750736844727
baseline,news,8d98f1814cc0be0866f65f43c3dc73d8ca0aea6d5a9f88363813f08c679f7241,time,time,moment,place,True,True,True,0.773454746465612,0.6668329358897134
baseline,news,32c50564652a55511d56ac972ceda5932ebbe3e4cc4ae445bc5237307c789a8c,edward,david,ben,michael,False,False,False,0.16984447646598697,0.13616972819941756
baseline,news,ada5176e6bd3c546b99b0944520ee08ea2c1cf98d9663a7111d206fc71583d51,before,and,in,where,False,False,True,0.2606227447601912,0.20484283860853322
baseline,news,2d1a1370f4e93485c195ee999f40e303f05772ef2e3e62026a68291a7358628e,well,chance,major,boost,False,False,True,0.18203946868679902,0.1453553670228715
baseline,news,727af85ebcbc8e026f03116aa03c378a54c2969a33a7c2d554b08da61aeef794,last,first,second,third,False,False,True,0.18820062209904895,0.14999705123853058
baseline,news,c4d94d38d094b6e4e878963aa2cc1a1462717c4cda044153df2399c96466d1ea,system's,world,company,world's,False,False,False,0.16141156788506156,0.1298166256877201
baseline,news,b104e06f283a7546dda2a7bc70f0fdffad85f7fd9533587a1d0786de7dee7123,half,its,a,the,False,False,True,0.3918339738330238,0.3075217122375218
baseline,news,932762d21461dff23e57a4ffad070a14828ee5be0afafe2937db7f036b69e746,since,the,all,a,False,False,False,0.1878116999545221,0.14970400610044932
baseline,news,3ea44da93ff49bc60bcfdafaa176a7fceccd38b92bbd9eb8d373423e6dedd88e,going,the,his,her,False,False,True,0.5772458633892148,0.46665725994638674
baseline,news,4b162ad92b70540763e47b731668815b83d891419e1f3937bec6698dd319a0ce,it,the,it,how,False,True,True,0.507058891297575,0.403883736150597
baseline,news,d29ce078d8bba63288fea66081d2d3b55e14d171525411d7a750310dec50b6e5,last,or,that,and,False,False,True,0.1637077636319163,0.1315467585535049
baseline,news,fc8dfe4e0fc7cf83e90743a8679d1ff1221bbb7403ba35b0b8b356e93ab7a8d8,glendale,is,has,was,False,False,False,0.21689734448955392,0.1716479867519817
baseline,news,1f809cb9a2c079c01838ef5b1608654d1d9801e6f3b384bb511620067caf6887,a,is,and,or,False,False,True,0.20351567233027662,0.16154337960487938
baseline,news,e92f3fedc203418bb2a087cd8410d8b85b9aaa89eb1b2ae3c846d66fb4aac89d,was,canada,was,but,False,True,True,0.19130126663100025,0.15233356526052966
baseline,news,22c08163ddc561d9947812c20725e2ddd27929a0f3ebc9f301dece18721c3490,luis,the,jim,a,False,False,False,0.1283326331665879,0.1048389794264927
baseline,news,4b30a772cbf500d98f067089b0a4caf0b4d67d47da58406947abd8d31d8b8ca3,that,that,a,about,True,True,True,0.16317050468180544,0.1311419662398656
baseline,news,d6dd4cedef9d9d40d5d37f75d6f49c3cc8ccab30a519bf866fabad0b7cd77fdd,in,the,and,in,False,True,True,0.203639159863849,0.16163654698648486
baseline,news,fc2adc55e3fd26d7806aba8772804af80e5543f1f25149aed51db0629efb8339,available,awarded,available,announced,False,True,True,0.4470722706206669,0.35281723025494854
baseline,news,f27654a3685056ab58934eb363e8ef5c279c2789dcd85aae2ec54ce432501f7d,shooting,public,media,american,False,False,False,0.05883199662426966,0.05126814872200373
baseline,news,02aed1ded53332219aeeb590b6268aabe7b965f94181c1f48e6376f6b62b7fb5,in,for,to,and,False,False,True,0.16086574742461068,0.12940532617545272
baseline,news,a9aeb566e8e2da5377efc4b8148e46e242434075e3ae3859c66ba59a276cb312,her,the,her,his,False,True,True,0.5305958427075562,0.4245395327299335
baseline,news,0e159c1866c5e8f09a272ce765d2b1939ae3c40bdcaeb14a714360bb321dcfdf,documents,papers,documents,records,False,True,True,0.24751412983128215,0.1948560442111181
baseline,news,ed85ff1fef33ef95eb864ab53d40ec314abe289568a57bd06f3a9bb035541170,as,and,but,he,False,False,True,0.2018518880081019,0.16028823177416743
baseline,news,3163c777e9c664bd36cb383e44c7ec7e2e4935a6d287c2e8a4e76108b84b9f92,after,that,and,in,False,False,True,0.14683614798600453,0.1188264244022071
baseline,news,76eab2e745794885b1223df7b56648971eda6adfd44b5a4e334d46fe0413c4c8,high,other,of,others,False,False,True,0.38233550617248496,0.2998775399482179
baseline,news,eb763126d9042fdb40a7deaf8a56bbd604d91d8eb26c8a37b7e12a66be2a340c,historic,decline,scandal,failure,False,False,False,0.1294306868089567,0.10567062817338999
baseline,news,a6346cc7338b53759c95dd184bf2bf5b00e3d2292a7dc9245524705aa9693cfb,now,we,the,this,False,False,True,0.17080757335447908,0.13689517669010542
baseline,news,728e62577223344489c915d4cf87ca1030e382a4b988c7b720bfb2af8e9f2900,her,his,a,her,False,True,True,0.31146503937831443,0.24396521702333349
baseline,news,7073d881dff3d3ddb33552f806e9a941524e4d11974bf7804301840ab12cb6ce,chairman,chairman,board,bank,True,True,True,0.2129578297391753,0.16867128371195772
baseline,news,584fb66258262aec257b987fa6c89e872f0d7f46cd087e4acdc45b235fbeb7bf,the,the,shareholders,his,True,True,True,0.2701118956668521,0.21209491345371115
baseline,news,decafe47e0ed88aa660fd0273a62866a3806b1c252b265abc8a50b1cbe01ace3,for,for,in,to,True,True,True,0.4787965518936607,0.3795568983364953
baseline,news,872d823279e95d97a910a8f7d9b4c653404525116a11fad06c5ea1b70e535582,involved,was,is,meant,False,False,True,0.256806713879092,0.20193198904890525
baseline,news,44d3c91d245923c13fc99af5c9aa45e291cee41f458b7cd1fb7f63ba44d54b88,cheer,get,find,make,False,False,False,0.14532976150788474,0.11768948705974515
baseline,news,2c7ae302381a7ef46fb3c86c4730f837bef64ff8964d5c5dff7e78a43e56a7bb,to,a,the,his,False,False,True,0.31097530194828854,0.24358494137337167
baseline,news,b03a2032b0e1b4cc5d746728142860c24b92e85221d8ccc83c630c939d18d978,that,by,at,that,False,True,True,0.3716666515528957,0.2913374904234492
baseline,news,c40a50f3042e93ac3d52ab98be550628c86ee166faa9162f6ae1fe317aa343fe,that,that,he,at,True,True,True,0.27317444655629664,0.21443987127460012
baseline,news,9c6043ba3fab10526958fa6f550c7944ed2e3897fa2bb8b89fe0904fbac5c180,ago,later,ago,after,False,True,True,0.3799796102605139,0.29798760198565444
baseline,news,2409df8d567d1946eb60922e53d0435b665132d62a2b6614c255d8e2c4988346,said,be,i,not,False,False,False,0.38552128609173225,0.3024370107059836
baseline,news,d767e613d5623da95db9da60945c85331d3813fe1c455e33b0b88cbb9aa02c09,skills,potential,ability,production,False,False,True,0.22779460479969868,0.17989204100978642
baseline,news,a498a5b53fff81ec65eb04d1753ffd462047b03528db1abc435f02b35cf1831b,can,know,can,could,False,True,True,0.16521675363414973,0.13268363223786783
baseline,news,b1744a4cfac67de3829c711aff0f4c7751acdaa3db53982202677009c2b21596,she,than,and,it,False,False,True,0.45864039416528546,0.36250178183764037
baseline,news,c2cbc86826b9e3393442a141e0d9f17be5cac7fc5353f60a80d8d0efa5805621,day,day,military,modern,True,True,True,0.9278779901507516,0.8689502479156663
baseline,news,e5f57379902df0248d3e0ccfcbfd47703e063a55c38baef575e83e2fee861cfd,future,and,in,with,False,False,False,0.5696095707304405,0.4596486575011196
baseline,news,53fcb8c5858bdc5e3cacac3d90c435fd44a53e4e634603bab3339ea07b8e92b3,pretty,pretty,very,good,True,True,True,0.1631516597756542,0.13112776752073002
baseline,news,f50e40e161dfb12abc5f5ea7efa67aaf80bbac7be2385b777e479762496b42d7,what,the,what,all,False,True,True,0.25458228680763295,0.20023660617334957
baseline,news,e2cecf11dca5df9b735964a590aa5944dd065c9ba6ee36a255b9eb3a9396866a,pressure,pressure,burden,financial,True,True,True,0.12488555791650365,0.1022266049698077
baseline,news,1e941cad073d7e57ad3d645b427565f1d29024b0e097ada4142f1bfa9a21d2fa,the,you,it's,a,False,False,True,0.13662073487290735,0.11111077038859794
baseline,news,bef64b2d00babc29effd485a86ea8b7a657beb16d39bdb0203b74a6d3ac52716,the,the,and,to,True,True,True,0.8481946984014965,0.7574330849455745
